Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,Дата проведения,Описание,Дата публикации,Афиша,Превью для карточки,Положение
"Конкурс детского рисунка ""Чайковские. СемьЯ""",konkurs-detskogo-risunka-chaykovskie-semya,65e8bdb63f1d19aa6deb2d2f,65edd4b2d8b79ade042f5e6b,Sun Mar 10 2024 15:41:38 GMT+0000 (Coordinated Universal Time),Fri May 31 2024 13:17:33 GMT+0000 (Coordinated Universal Time),Fri May 31 2024 13:17:33 GMT+0000 (Coordinated Universal Time),с 25 апреля по 10 мая 2024,"<h5 id="""">Конкурс посвящен Дню защиты детей, в рамках мероприятий по проведению Года семьи.</h5><p id="""">‍</p><h4 id="""">Тема рисунков ""Чайковские. СемьЯ"".</h4><h4 id=""""><strong id="""">с 25 апреля по 10 мая</strong></h4><p id="""">‍</p><h4 id="""">В конкурсе принимают участие дети от 5 до 15 лет. </h4><h4 id="""">Итоги проводятся по трем возрастным группам: 5 - 8 лет, 9 - 12 лет, 13 - 15 лет до 28 мая.</h4><h4 id="""">Награждение 1 июня 2024 г.</h4><p id="""">‍</p><h5 id="""">Жюри:</h5><p id="""">Председатель жюри: Заместитель &nbsp;директора по &nbsp;основной деятельности Д. В. Мельниченко</p><p id="""">Член &nbsp;Национального Союза пастелистов России, член Союза художников Подмосковья Н. Г. Михайлюк</p><p id="""">Председатель &nbsp;Клинского отделения Союза художников Подмосковья Я. А. Ступин</p><p id="""">Ведущий &nbsp;художник музея-заповедника П. &nbsp;И. Чайковского, Член Союза художников Подмосковья В. Ю. Феоктистов</p><p id="""">Научный &nbsp;сотрудник МАУ &nbsp;«МТЦ ГО КЛИН», Член Союза художников России В.И. Крестова-Митасова</p><p id="""">‍</p><h4 id="""">ПОБЕДИТЕЛИ КОНКУРСА</h4><h5 id="""">Возрастная категория 5–8 лет</h5><p id="""">1 &nbsp;место</p><p id="""">Зибирева &nbsp;Лиза, Москва, «Сестра Александра и Пётр Ильич Чайковский»</p><p id="""">2 &nbsp;место</p><p id="""">Ефремова &nbsp;Вероника, село Сюмси Удмуртия «Чайковский &nbsp;играет для племянников Давыдовых»</p><p id="""">3 &nbsp;место</p><p id="""">Дубровская &nbsp;Стефания, Санкт-Петербург, «Маленький Петя играет своё произведение на рояле &nbsp;для любимой мамы и сестры»</p><p id="""">‍</p><h5 id="""">Возрастная категория 9–12 лет</h5><p id="""">1 &nbsp;место</p><p id="""">Пахнина &nbsp;Варвара, г. Всеволожск Ленинградская обл., «Чайковские. СемьЯ»</p><p id="""">2 &nbsp;место</p><p id="""">Простакова &nbsp;Татьяна, Москва, «Детство Чайковского»</p><p id="""">3 &nbsp;место</p><p id="""">Ажермачева &nbsp;Анна, Санкт-Петербург, «Жизнь, как мелодия»</p><p id="""">‍</p><h5 id="""">Возрастная категория 13–15 лет</h5><p id="""">1 &nbsp;место</p><p id="""">Шувахина &nbsp;Светлана, г. Калиниск, Саратовская область «Семья Чайковских»</p><p id="""">Прыжкова &nbsp;Елизавета, Высоковск, «Семейный портрет Чайковских»</p><p id="""">2 &nbsp;место</p><p id="""">Усманов &nbsp;Руслан, г. Высоковск, «Чайковские. СемьЯ»</p><p id="""">3 &nbsp;место</p><p id="""">Быкова &nbsp;Полина, п.г.т. Вурнары, Чувашия</p><p id="""">‍</p><h5 id="""">Дополнительные номинации:</h5><p id="""">&nbsp;</p><h5 id="""">1.&nbsp;&nbsp;&nbsp;&nbsp;Специальный приз жюри:</h5><p id="""">- Свиридов Василий 6 лет, г. Тверь, «Чай, кошка»</p><p id="""">- Волгина Елизавета 8 лет, г. Клин, «Чайковские. СемьЯ»</p><p id="""">- Девятова Виолетта 7 лет, село Сюмси Удмуртия, «Музыкальный вечер в доме Чайковских в Воткинске»</p><p id="""">&nbsp;</p><h5 id="""">2.&nbsp;&nbsp;&nbsp;&nbsp;Лучший портрет П. И. Чайковского:</h5><p id="""">Каплан Виктория – 6 лет, г. Тюмень, «Жизнь Чайковского – это музыка в семье и вокруг»</p><p id="""">&nbsp;</p><h5 id="""">3.&nbsp;&nbsp;&nbsp;&nbsp;За творческий подход:</h5><p id="""">Нефёдов Никита 9 лет, г. Москва, «Лебединое озеро»</p><p id="""">&nbsp;</p><h5 id="""">4.&nbsp;&nbsp;&nbsp;&nbsp;Спецприз председателя жюри:</h5><p id="""">Федоренко Мария 15 лет, г. Солнечногорск, «П. И. Чайковский в Клину»</p><p id="""">&nbsp;</p><h5 id="""">5.&nbsp;&nbsp;&nbsp;&nbsp;За любовь к искусству:</h5><p id="""">- Крайнов Роман, 12 лет, г. Вязники Владимирская область, «Чайковские. СемьЯ»</p><p id="""">- Масаева Полина 15 лет, г. Вязники Владимирская область, «Чайковские. СемьЯ»</p><p id="""">&nbsp;</p><h5 id=""""> 6. &nbsp;Спецприз главного хранителя:</h5><p id=""""> Зимин Платон 9 лет, г. Екатеринбург, «Игрушки XIX века»</p><p id="""">&nbsp;</p><p id="""">‍</p><p id="""">‍</p>",Mon Mar 11 2024 00:00:00 GMT+0000 (Coordinated Universal Time),https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65edd345d9a1a95a5f5e8809_%D0%BA%D0%BE%D0%BD%D0%BA%D1%83%D1%80%D1%81.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65ef0b4ed05002d67ed5dade_c46b7491-0a60-4e04-b77f-0bf0835420a9.jpg,https://uploads-ssl.webflow.com/63e507244eda1ee9bb4c7ccd/65edd4a7fad7307a2d2a469d_%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5.pdf
